Seed #,Genus/species,Description,Origin
3416,Micranthes (Saxifraga) nivalis,white 7cm Norway: Harstad 3m,188
3417,Oxyria digyna,red 20cm Svalbard ,188
3418,Papaver dahlianum,yellow/white 10cm Svalbard ,188
3419,Paris quadrifolia,green 30cm Norway: Harstad ,188
3420,Phleum alpinum,green 25cm Norway: Harstad ,188
3421,Rhinanthus alectorolophus,yellow 30cm Norway: Harstad ,188
3422,Rubus arcticus,pink 10cm Norway: Troms County ,188
3423,Rubus chamaemorus,white 5cm Norway: Harstad ,188
3424,Rubus saxatilis,red frt 20cm Norway: Harstad ,188
3425,Saussurea alpina,violet 25cm Norway: Tjeldoya Island 2m,188
